Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Port of Call","USS Crag > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121687351/port-of-call,2.0,-1,"Sport, TR",5.7,1,70,36.15345,-115.43422
"Dry Docked","USS Crag > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121687336/dry-docked,1.8,-1,"Sport, TR",5.8,1,70,36.15345,-115.43422
"Bow Thrusters","USS Crag > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125425165/bow-thrusters,3.3,-1,Sport,5.10d,1,65,36.15345,-115.43422
"Pocket Rocket","Trundle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585740/pocket-rocket,2.3,-1,Sport,5.11d,1,65,36.15229,-115.43253
"Playing Hooky","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585761/playing-hooky,2.2,-1,Sport,5.10a,1,30,36.15234,-115.4323
"Doctor's Orders","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585757/doctors-orders,2.1,-1,Sport,5.10b,1,30,36.15234,-115.4323
"See Dick Fly","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585771/see-dick-fly,2.9,-1,Sport,5.10d,1,55,36.15234,-115.4323
"Mannish Boys","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106684297/mannish-boys,2.1,-1,Sport,5.11-,1,40,36.15234,-115.4323
"Been Caught Stealin'","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108653482/been-caught-stealin,2.2,-1,Sport,5.11b,1,60,36.15234,-115.4323
"Idiots Rule","Janes Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585768/idiots-rule,3.4,-1,Sport,5.11d,1,60,36.15234,-115.4323
"Member Profile","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151134/member-profile,1.9,-1,Sport,5.7,1,50,36.15699,-115.43644
"Let's Meetup","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151140/lets-meetup,2.0,-1,Sport,5.7,1,50,36.15699,-115.43644
"Message Board","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151159/message-board,2.1,-1,Sport,5.7,1,50,36.15699,-115.43644
"No Teaching!","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151163/no-teaching,2.2,-1,Sport,5.7,1,50,36.15699,-115.43644
"Count Me In","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151167/count-me-in,2.4,-1,Sport,5.8,1,50,36.15699,-115.43644
"Sponsors Wanted","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151178/sponsors-wanted,2.2,-1,Sport,5.9,1,50,36.15699,-115.43644
Sally,"Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112514175/sally,2.6,-1,Sport,5.9,1,30,36.15699,-115.43644
"Upcoming Meetups","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151172/upcoming-meetups,2.3,-1,Sport,5.10a,1,50,36.15699,-115.43644
"The Pumpkin King","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107948373/the-pumpkin-king,2.6,-1,Sport,5.10a/b,1,40,36.15699,-115.43644
"Sand Buckets","The Sandbox > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107594197/sand-buckets,2.8,-1,Sport,5.11b,1,50,36.15401,-115.43448
"Sand Wedge","The Sandbox > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107594255/sand-wedge,2.2,-1,Sport,5.11b/c,1,50,36.15401,-115.43448
Samadhi,"The Sandbox > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121938204/samadhi,2.0,-1,Sport,5.11d,1,40,36.15401,-115.43448
"Five Card Stud","B&W Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118346350/five-card-stud,3.0,-1,"Sport, TR",5.9,1,170,36.15794,-115.44033
"The Past Is Dead","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001041/the-past-is-dead,2.0,-1,Sport,5.7,1,40,36.15655,-115.43877
Senescence,"Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001067/senescence,2.0,-1,Sport,5.7+,1,40,36.15655,-115.43877
"Tensions Rising","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001081/tensions-rising,2.0,-1,Sport,5.8-,1,35,36.15655,-115.43877
"Digital Warfare","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001026/digital-warfare,2.5,-1,Sport,5.8,1,40,36.15655,-115.43877
"Battle Ready","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001172/battle-ready,2.6,-1,Sport,5.8,1,40,36.15655,-115.43877
"Single Scoop On Top","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001120/single-scoop-on-top,2.3,-1,Sport,5.9-,1,50,36.15655,-115.43877
"Trial By Battle","Battle Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126001153/trial-by-battle,2.3,-1,Sport,5.9,1,40,36.15655,-115.43877
"Dinna Fash","Highland Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126667043/dinna-fash,2.0,-1,Sport,5.10a,1,40,36.15919,-115.4376
"Dinna Ken","Highland Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126667103/dinna-ken,2.0,-1,Sport,5.10b,1,40,36.15919,-115.4376
"Wing And A Prayer","Highland Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126666968/wing-and-a-prayer,3.0,-1,Sport,5.11a,1,60,36.15919,-115.4376
Culloden,"Highland Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126667005/culloden,2.0,-1,Sport,5.11b,1,60,36.15919,-115.4376
Jacobites,"Highland Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126667030/jacobites,2.0,-1,Sport,5.11b,1,70,36.15919,-115.4376
"Joker's Wild","The Enclaves and White Rock Springs North > (06) White Rock Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114149197/jokers-wild,2.3,-1,Sport,5.11b,1,35,36.18047,-115.48647
"Man of the People","Mud Spring Wing > (17) Mud Spring Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111754444/man-of-the-people,3.4,-1,Sport,5.11a,1,120,36.02788,-115.46107
"Spirit Air","Mud Spring Wing > (17) Mud Spring Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111754459/spirit-air,2.6,-1,Sport,5.11c,1,130,36.02788,-115.46107
"The Promised Warm Up","(08) The Promised Land > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108667529/the-promised-warm-up,1.9,-1,Sport,5.11b,1,30,36.18178,-115.52067
