Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Bra Wars","Red Springs Rock Lower Tier (aka Jabba the Hutt Rock) > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122324178/bra-wars,3.0,-1,"Sport, TR",5.11-,1,80,36.14562,-115.42186
"The Infernal Machine","Existential Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/113608640/the-infernal-machine,2.3,-1,"Sport, TR",5.9,1,50,36.15044,-115.42687
Paralyzed,"Alternative Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106421508/paralyzed,3.4,-1,Sport,5.11b,1,50,36.15633,-115.43093
"Flying Rats","Alternative Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106956041/flying-rats,2.7,-1,Sport,5.11d,1,55,36.15633,-115.43093
"Gettin' Mavericky","The Back Forty > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106514142/gettin-mavericky,2.0,-1,Sport,5.9,1,65,36.15046,-115.42696
"The Whistleblower","The Back Forty > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106514121/the-whistleblower,2.1,-1,Sport,5.10,1,65,36.15046,-115.42696
SALT,"Strategic Arms Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108374053/salt,2.5,-1,Sport,5.10c,1,95,36.15817,-115.43429
"The Rocketeer","Strategic Arms Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118036615/the-rocketeer,2.0,-1,Sport,5.11a,1,115,36.15817,-115.43429
"Salted Wounds","Strategic Arms Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108374089/salted-wounds,2.5,-1,Sport,5.11a/b,1,105,36.15817,-115.43429
"Leave out the Salt","Strategic Arms Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111718708/leave-out-the-salt,2.3,-1,Sport,5.11c,1,90,36.15817,-115.43429
"Cool Ranch","Ranch Hands Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/126012144/cool-ranch,2.0,-1,Sport,5.11a,1,90,36.1504,-115.4261
"Mexican Secret Agent Man","Ranch Hands Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111773931/mexican-secret-agent-man,2.3,-1,Sport,5.11b,1,70,36.1504,-115.4261
"Payless Cashaways","Ranch Hands Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111773894/payless-cashaways,2.5,-1,Sport,5.11c,1,75,36.1504,-115.4261
"Bohemian Club","The Owl's Den > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111835263/bohemian-club,2.0,-1,Sport,5.11a,1,110,36.1581,-115.43399
"Leaving the Nest","The Owl's Den > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111835283/leaving-the-nest,2.4,-1,Sport,5.11a,1,110,36.1581,-115.43399
"WildSpleef's Wildride","The Owl's Den > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111835298/wildspleefs-wildride,3.0,-1,Sport,5.11d,1,130,36.1581,-115.43399
"The Hueco Abides","The C.R.D. > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114086010/the-hueco-abides,2.8,-1,Sport,5.10d,1,30,36.14689,-115.42246
"The Reign of Swain","Winter Heat Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107592246/the-reign-of-swain,2.1,-1,Sport,5.10d,1,80,36.16876,-115.42245
"Judy's Route","Winter Heat Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108541574/judys-route,2.8,-1,Sport,5.10d,1,90,36.16876,-115.42245
"Sport Chimney","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516267/sport-chimney,2.7,-1,Sport,5.8,1,70,36.16986,-115.42321
"Claimjumpers Special","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106601301/claimjumpers-special,2.6,-1,Sport,5.10c,1,75,36.16986,-115.42321
Scorpions,"Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949670/scorpions,3.0,-1,Sport,5.11a,1,40,36.16986,-115.42321
"Cirque de Soleil","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375211/cirque-de-soleil,3.1,-1,Sport,5.11a/b,1,105,36.16986,-115.42321
"Turtle Wax","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949674/turtle-wax,2.9,-1,Sport,5.11b,1,50,36.16986,-115.42321
"Mr Choad's Wild Ride","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375205/mr-choads-wild-ride,3.6,-1,Sport,5.11b,1,105,36.16986,-115.42321
"Sunny and Steep","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891002/sunny-and-steep,3.5,-1,Sport,5.11d,1,50,36.16986,-115.42321
"Peak Performance","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516274/peak-performance,2.7,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Black Happy","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106625464/black-happy,2.6,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Solar Flare","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120156551/solar-flare,2.0,-1,Sport,5.11d,1,45,36.16986,-115.42321
"Dirty Little Girl","The Playground (AKA The Mall) > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915712/dirty-little-girl,2.2,-1,Sport,5.10d,1,50,36.16133,-115.41245
"Country Bumkin","The Playground (AKA The Mall) > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915728/country-bumkin,2.0,-1,Sport,5.11a,1,30,36.16133,-115.41245
"Repo Man","The Playground (AKA The Mall) > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915698/repo-man,2.6,-1,Sport,5.11b,1,40,36.16133,-115.41245
"Headmaster Ritual","The Playground (AKA The Mall) > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915733/headmaster-ritual,2.0,-1,Sport,5.11c,1,30,36.16133,-115.41245
"Messie Nessie","The Playground (AKA The Mall) > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105915704/messie-nessie,2.0,-1,Sport,5.11d,1,40,36.16133,-115.41245
"Family Affairs","Family Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991229/family-affairs,2.5,-1,Sport,5.8,1,,36.16368,-115.41321
"Wayward Son","Family Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991212/wayward-son,2.8,-1,Sport,5.9,1,80,36.16368,-115.41321
"Family Circus","Family Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991222/family-circus,2.3,-1,Sport,5.9,1,80,36.16368,-115.41321
"Don't Laugh at Me Dude","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991775/dont-laugh-at-me-dude,1.8,-1,Sport,5.10,1,70,36.16322,-115.41317
"Drilling Miss Daisy","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106126352/drilling-miss-daisy,3.3,-1,Sport,5.11a,1,40,36.16322,-115.41317
"Mr. Puppy lives!!","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108751610/mr-puppy-lives,2.4,-1,Sport,5.11a,1,65,36.16322,-115.41317
"Dupa humpa (Hunting Party)","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108773667/dupa-humpa-hunting-party,2.6,-1,Sport,5.11,1,40,36.16322,-115.41317
"Arrowhead Arete","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991732/arrowhead-arete,2.8,-1,Sport,5.11c,1,30,36.16322,-115.41317
"The Felon","Cannabis Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060606/the-felon,2.7,-1,Sport,5.11c,1,35,36.16728,-115.4179
"Synapse Collapse","Cannabis Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060618/synapse-collapse,3.7,-1,Sport,5.11d,1,35,36.16728,-115.4179
"Turkey Trot","Burns Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106742491/turkey-trot,2.9,-1,Sport,5.10c,1,35,36.167,-115.416
"Just Shut up and Bolt","Burns Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107411802/just-shut-up-and-bolt,2.2,-1,Sport,5.10d,1,35,36.167,-115.416
"Hand Drilled Heaven","Burns Wall > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106742481/hand-drilled-heaven,2.0,-1,Sport,5.11b,1,35,36.167,-115.416
"Spy Versus Spy","The Spy Cliff > West Shoulder of Kraft Mountain > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046433/spy-versus-spy,2.7,-1,Sport,5.11a,1,80,36.16397,-115.42492
"Agent 99","The Spy Cliff > West Shoulder of Kraft Mountain > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046364/agent-99,2.0,-1,Sport,5.11d,1,90,36.16397,-115.42492
"Get smart","The Spy Cliff > West Shoulder of Kraft Mountain > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107046409/get-smart,3.0,-1,Sport,5.11d,1,90,36.16397,-115.42492
"McQuade route","Kraft Crags > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123443896/mcquade-route,3.0,-1,Sport,5.10,1,70,36.16129,-115.41725
"Golden Nugget","Golden Nugget Boulder > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118214734/golden-nugget,2.0,-1,Sport,5.11d,1,30,36.16994,-115.42426
"Standing Room Only","Risk Brothers Cliff > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/123359936/standing-room-only,3.7,-1,Sport,5.11c,1,60,36.14812,-115.42583
"Zuni Tunes","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048939/zuni-tunes,2.0,-1,Sport,5.9+,1,40,36.15361,-115.4266
"Scotty Breaks Loose","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048931/scotty-breaks-loose,2.4,-1,Sport,5.10a,1,40,36.15361,-115.4266
"Red Nectar Rage","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048902/red-nectar-rage,2.9,-1,Sport,5.10b,1,60,36.15361,-115.4266
"Red Rider","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048879/red-rider,2.6,-1,Sport,5.10+,1,55,36.15361,-115.4266
"Red Ships of Spain","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048897/red-ships-of-spain,2.7,-1,Sport,5.11b,1,60,36.15361,-115.4266
"Red Ball Jets","Upper Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107048888/red-ball-jets,2.9,-1,Sport,5.11c,1,55,36.15361,-115.4266
"Coast to Coast","Lower Tier > Little Springs Crag > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117754581/coast-to-coast,3.0,-1,Sport,5.10c,1,50,36.15362,-115.42635
"Joel’s Arete","La Fin Du Monde > Little Springs Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119904187/joels-arete,2.0,-1,Sport,5.11b,1,40,36.15481,-115.43163
"Broad Border","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612159/broad-border,2.2,-1,Sport,5.7,1,95,36.16162,-115.43509
"Hippie Vest","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612121/hippie-vest,2.5,-1,Sport,5.9,2,190,36.16162,-115.43509
"Bear My Soul","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612029/bear-my-soul,2.2,-1,Sport,5.9+,2,175,36.16162,-115.43509
"Behavior Issues","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612131/behavior-issues,2.2,-1,Sport,5.10a,2,200,36.16162,-115.43509
"Trust Me, I Lie","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612139/trust-me-i-lie,1.9,-1,Sport,5.10a,2,190,36.16162,-115.43509
"Trust Issues","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612152/trust-issues,2.1,-1,Sport,5.10a,1,110,36.16162,-115.43509
"Honest Liar","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122200340/honest-liar,2.0,-1,Sport,5.10a,1,95,36.16162,-115.43509
Sendimental,"The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122200368/sendimental,3.3,-1,Sport,5.10a/b,2,160,36.16162,-115.43509
"Cowboy Curse","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612113/cowboy-curse,2.4,-1,Sport,5.10b,2,190,36.16162,-115.43509
"Summer Session","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612071/summer-session,2.7,-1,Sport,5.10c/d,2,160,36.16162,-115.43509
Outlier,"The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612062/outlier,2.4,-1,Sport,5.10d,2,150,36.16162,-115.43509
"Take It Sleazy","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122204652/take-it-sleazy,2.8,-1,Sport,5.11a,2,160,36.16162,-115.43509
"Cowboy Bebop","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612105/cowboy-bebop,2.2,-1,Sport,5.11a/b,1,125,36.16162,-115.43509
Lunatic,"The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612092/lunatic,3.7,-1,Sport,5.11b,1,95,36.16162,-115.43509
"Born Again Pagan","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122205479/born-again-pagan,3.0,-1,Sport,5.11b,1,170,36.16162,-115.43509
"Summer Vacation","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612078/summer-vacation,2.5,-1,Sport,5.11,2,140,36.16162,-115.43509
"Malice Aforethought","The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122204838/malice-aforethought,1.8,-1,Sport,5.11c,1,115,36.16162,-115.43509
Grizzly,"The Fringe > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107612042/grizzly,2.8,-1,Sport,5.11d,2,145,36.16162,-115.43509
Qukenator,"The Overlook > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116744675/qukenator,2.2,-1,Sport,"5.8 PG13",1,100,36.16059,-115.43522
"Mountain Lions, Shaky Bones and Graboids Oh My!","The Overlook > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116744563/mountain-lions-shaky-bones-and-graboids-oh-my,2.0,-1,Sport,"5.9 PG13",1,100,36.16059,-115.43522
"Yippee-Kay-Yay MF","The Overlook > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119456000/yippee-kay-yay-mf,2.5,-1,Sport,5.11a,2,200,36.16059,-115.43522
"Waffle Iron","Your Wall > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016148/waffle-iron,2.6,-1,Sport,5.10a,1,45,36.16083,-115.43538
"Fisted Hueco","Your Wall > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016138/fisted-hueco,2.3,-1,Sport,5.10b,1,40,36.16083,-115.43538
Restless,"Your Wall > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016104/restless,2.0,-1,Sport,5.10c/d,1,45,36.16083,-115.43538
Footless,"Your Wall > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016122/footless,2.5,-1,Sport,5.10c/d,1,40,36.16083,-115.43538
Instigator,"Your Wall > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117016166/instigator,3.0,-1,Sport,5.11c,1,45,36.16083,-115.43538
Wyldstyle,"The Kragle > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117067890/wyldstyle,2.0,-1,Sport,5.9,1,30,36.16158,-115.43571
Vitruvius,"The Kragle > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065359/vitruvius,2.0,-1,Sport,5.9+,1,50,36.16158,-115.43571
"Bad Cop Good Cop","The Kragle > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065333/bad-cop-good-cop,2.0,-1,Sport,5.11a,1,65,36.16158,-115.43571
Unikitty,"The Kragle > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065400/unikitty,3.0,-1,Sport,5.11a,1,50,36.16158,-115.43571
Metalbeard,"The Kragle > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/117065625/metalbeard,3.0,-1,Sport,5.11c,1,55,36.16158,-115.43571
"El Gato Ensombrerado","Northeast Side > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/125661287/el-gato-ensombrerado,3.0,-1,Sport,5.11-,1,115,36.16138,-115.43305
Tetrarch,"The Ashbrow > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122199550/tetrarch,2.3,-1,Sport,5.9,1,140,36.16214,-115.43519
"Panic Switch","Midway Crag > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124776464/panic-switch,2.0,-1,Sport,5.8,1,45,36.16273,-115.43674
"Say No More","Midway Crag > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124776423/say-no-more,2.6,-1,Sport,5.8+,1,100,36.16273,-115.43674
"Bury the Lead","Midway Crag > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124776443/bury-the-lead,3.0,-1,Sport,5.9,1,50,36.16273,-115.43674
"Minced Oath","Midway Crag > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124776513/minced-oath,2.0,-1,Sport,5.10a/b,1,110,36.16273,-115.43674
Disclosure,"Tank Peak, East Face > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124794857/disclosure,3.0,-1,Sport,5.10a,5,450,36.16263,-115.43697
"Full Disclosure","Tank Peak, East Face > Ash Canyon > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/124797662/full-disclosure,3.2,-1,Sport,5.10b,9,850,36.16263,-115.43697
"Seams Like A Butt","Dickies Cliff > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105985433/seams-like-a-butt,1.8,-1,"Sport, TR",5.7,1,60,36.15163,-115.42827
Gigantor,"Dickies Cliff > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060936/gigantor,2.0,-1,"Sport, TR",5.10c,1,100,36.15163,-115.42827
"Knock the Bottom Out of It","Gnat Man Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106295546/knock-the-bottom-out-of-it,2.3,-1,"Trad, Sport","5.10a PG13",1,100,36.15158,-115.42864
"Mad Mission","Gnat Man Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/119843421/mad-mission,3.1,-1,Sport,5.11-,1,70,36.15158,-115.42864
"Jonnold Arete","Gnat Man Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120206528/jonnold-arete,2.9,-1,"Sport, TR",5.11-,1,90,36.15158,-115.42864
"All that, Jazz","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926130/all-that-jazz,2.7,-1,"Trad, Sport, TR",5.8,3,300,36.15232,-115.43057
"Mom & Apple Pie","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733034/mom-apple-pie,2.6,-1,Sport,5.10a,1,80,36.15232,-115.43057
"Mothers of Invention (AKA Guys from Josh)","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733037/mothers-of-invention-aka-guys-from-josh,2.6,-1,Sport,5.10c,1,70,36.15232,-115.43057
"Tres Hombres","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106367795/tres-hombres,2.1,-1,"Trad, Sport",5.11b,3,300,36.15232,-115.43057
"Interproximal Stripper","Cut Your Teeth Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105864760/interproximal-stripper,2.1,-1,"Sport, TR",5.7,1,60,36.1534,-115.43171
"November Daze","Cut Your Teeth Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105867058/november-daze,2.6,-1,"Sport, TR",5.7,1,100,36.1534,-115.43171
"September Knights","Cut Your Teeth Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105867062/september-knights,2.6,-1,"Sport, TR",5.8,1,85,36.1534,-115.43171
"Cow Lick Co. Crag","Cowlick Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105934692/cow-lick-co-crag,2.2,-1,Sport,5.7,1,80,36.15204,-115.42795
"Flying Chuckwalla","Cowlick Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106278183/flying-chuckwalla,2.1,-1,Sport,5.7+,1,45,36.15204,-115.42795
There,"Hide-and-Seek Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105938684/there,2.1,-1,"Sport, TR",5.9,1,40,36.1532,-115.431
Here-to-There,"Hide-and-Seek Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105938689/here-to-there,2.4,-1,Sport,5.9,1,45,36.1532,-115.431
Here,"Hide-and-Seek Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105938678/here,2.5,-1,"Sport, TR",5.10a,1,45,36.1532,-115.431
There-to-Here,"Hide-and-Seek Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105938692/there-to-here,2.4,-1,Sport,5.10a,1,45,36.1532,-115.431
"That Goode Dude Climb","The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109928754/that-goode-dude-climb,2.1,-1,Sport,5.8-,1,45,36.15672,-115.43841
"Buck's Muscle World","The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732557/bucks-muscle-world,1.8,-1,Sport,5.9-,1,50,36.15672,-115.43841
"Gelatin Pooch","The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732560/gelatin-pooch,2.2,-1,Sport,5.10a,1,60,36.15672,-115.43841
